Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
2019-01-04 8:51 AM,32F,25F,75%,SW,8mph,0mph,29.99in,0.0in,Mostly Cloudy
2019-01-04 9:51 AM,34F,26F,73%,SW,7mph,0mph,29.99in,0.0in,Cloudy
2019-01-04 10:51 AM,37F,28F,70%,SW,10mph,0mph,30.00in,0.0in,Cloudy
2019-01-04 11:51 AM,40F,29F,65%,SSW,13mph,0mph,29.99in,0.0in,Cloudy
2019-01-04 12:51 PM,43F,29F,58%,SW,13mph,0mph,29.93in,0.0in,Mostly Cloudy
2019-01-04 1:51 PM,45F,29F,53%,WSW,15mph,0mph,29.91in,0.0in,Cloudy
2019-01-04 2:51 PM,45F,30F,56%,WSW,14mph,0mph,29.89in,0.0in,Cloudy
2019-01-04 3:51 PM,46F,30F,54%,WSW,15mph,0mph,29.89in,0.0in,Cloudy
2019-01-04 4:51 PM,45F,31F,58%,SW,10mph,0mph,29.88in,0.0in,Cloudy
2019-01-04 5:51 PM,45F,33F,63%,SW,12mph,0mph,29.87in,0.0in,Cloudy
2019-01-04 6:51 PM,43F,34F,71%,SW,8mph,0mph,29.87in,0.0in,Cloudy
2019-01-04 7:51 PM,43F,35F,74%,SSW,7mph,0mph,29.85in,0.0in,Cloudy
2019-01-04 8:51 PM,44F,37F,76%,SSE,3mph,0mph,29.85in,0.0in,Cloudy
2019-01-04 9:51 PM,44F,37F,76%,SE,3mph,0mph,29.83in,0.0in,Cloudy
2019-01-04 10:51 PM,44F,37F,76%,CALM,0mph,0mph,29.80in,0.0in,Cloudy
2019-01-04 11:51 PM,44F,38F,79%,CALM,0mph,0mph,29.78in,0.0in,Cloudy
2019-01-04 12:51 AM,45F,37F,74%,CALM,0mph,0mph,29.74in,0.0in,Cloudy
2019-01-05 1:40 AM,44F,39F,82%,NE,5mph,0mph,29.71in,0.0in,Light Rain
2019-01-05 1:51 AM,43F,39F,86%,ENE,5mph,0mph,29.70in,0.0in,Light Rain
2019-01-05 2:26 AM,43F,41F,93%,NE,5mph,0mph,29.69in,0.0in,Light Rain
2019-01-05 2:47 AM,43F,41F,93%,NNE,8mph,0mph,29.68in,0.1in,Rain
2019-01-05 2:51 AM,42F,40F,92%,NNE,7mph,0mph,29.68in,0.1in,Rain
2019-01-05 3:51 AM,42F,41F,96%,NNE,7mph,0mph,29.66in,0.1in,Light Rain
2019-01-05 4:26 AM,42F,41F,96%,NNE,8mph,0mph,29.63in,0.0in,Light Rain
2019-01-05 4:51 AM,42F,41F,96%,NNE,8mph,0mph,29.62in,0.1in,Rain
2019-01-05 5:06 AM,42F,41F,96%,NNE,8mph,0mph,29.61in,0.1in,Light Rain
2019-01-05 5:51 AM,42F,42F,100%,NNE,8mph,0mph,29.58in,0.1in,Light Drizzle
2019-01-05 6:18 AM,42F,42F,100%,NNE,8mph,0mph,29.56in,0.0in,Light Drizzle
2019-01-05 6:51 AM,42F,42F,100%,NNE,8mph,0mph,29.54in,0.0in,Light Drizzle
2019-01-05 7:51 AM,43F,42F,97%,NNE,9mph,0mph,29.52in,0.0in,Light Drizzle
2019-01-05 7:53 AM,43F,42F,97%,NNE,9mph,0mph,29.52in,0.0in,Light Drizzle
2019-01-05 8:51 AM,44F,43F,96%,NNE,10mph,0mph,29.51in,0.0in,Light Rain
2019-01-05 9:51 AM,44F,44F,100%,NE,14mph,0mph,29.48in,0.0in,Light Rain
2019-01-05 10:10 AM,44F,44F,100%,NNE,16mph,0mph,29.47in,0.0in,Light Rain
2019-01-05 10:11 AM,44F,44F,100%,NNE,16mph,0mph,29.47in,0.0in,Light Rain
2019-01-05 10:51 AM,45F,44F,97%,NNE,15mph,0mph,29.47in,0.0in,Cloudy
2019-01-05 11:51 AM,45F,44F,97%,N,14mph,0mph,29.43in,0.0in,Light Rain
2019-01-05 12:51 PM,44F,43F,96%,NNE,14mph,0mph,29.41in,0.0in,Light Rain
2019-01-05 12:56 PM,44F,43F,96%,N,18mph,0mph,29.40in,0.0in,Rain
2019-01-05 1:31 PM,44F,43F,96%,N,21mph,0mph,29.39in,0.2in,Light Rain / Windy
2019-01-05 1:51 PM,44F,43F,96%,N,17mph,0mph,29.37in,0.2in,Cloudy
2019-01-05 2:51 PM,45F,43F,93%,N,12mph,0mph,29.39in,0.0in,Light Rain
2019-01-05 3:31 PM,45F,43F,93%,N,14mph,0mph,29.39in,0.0in,Light Rain
2019-01-05 3:51 PM,46F,43F,89%,N,18mph,0mph,29.41in,0.0in,Light Rain
2019-01-05 4:51 PM,45F,43F,93%,NNW,16mph,24mph,29.46in,0.0in,Light Rain
2019-01-05 5:03 PM,45F,43F,93%,N,17mph,23mph,29.47in,0.0in,Light Rain
2019-01-05 5:51 PM,44F,43F,96%,NNW,13mph,0mph,29.51in,0.0in,Light Rain
2019-01-05 6:11 PM,44F,43F,96%,N,8mph,0mph,29.53in,0.0in,Light Rain
2019-01-05 6:18 PM,44F,43F,96%,N,7mph,0mph,29.53in,0.0in,Cloudy
2019-01-05 6:51 PM,45F,43F,93%,N,10mph,0mph,29.55in,0.0in,Cloudy
2019-01-05 7:23 PM,45F,43F,93%,NNW,9mph,0mph,29.58in,0.0in,Cloudy
2019-01-05 7:51 PM,46F,43F,89%,NW,8mph,0mph,29.60in,0.0in,Cloudy
2019-01-05 8:16 PM,46F,42F,86%,NW,10mph,0mph,29.61in,0.0in,Partly Cloudy
2019-01-05 8:51 PM,46F,39F,76%,NW,9mph,0mph,29.63in,0.0in,Fair
2019-01-05 9:51 PM,45F,37F,74%,VAR,7mph,0mph,29.65in,0.0in,Fair
2019-01-05 10:51 PM,44F,36F,73%,WNW,13mph,22mph,29.67in,0.0in,Fair
2019-01-05 11:51 PM,42F,34F,73%,VAR,5mph,0mph,29.69in,0.0in,Fair
2019-01-05 12:51 AM,41F,32F,70%,W,6mph,0mph,29.71in,0.0in,Fair
2019-01-06 1:51 AM,40F,31F,70%,WNW,9mph,0mph,29.72in,0.0in,Fair
2019-01-06 2:51 AM,40F,31F,70%,WNW,9mph,0mph,29.76in,0.0in,Fair
2019-01-06 3:51 AM,40F,31F,70%,WNW,9mph,0mph,29.77in,0.0in,Fair
2019-01-06 4:51 AM,39F,32F,76%,W,8mph,0mph,29.78in,0.0in,Fair
2019-01-06 5:51 AM,42F,34F,73%,WSW,9mph,0mph,29.78in,0.0in,Mostly Cloudy
2019-01-06 6:51 AM,42F,35F,76%,SW,10mph,0mph,29.78in,0.0in,Cloudy
2019-01-06 7:51 AM,42F,35F,76%,SW,8mph,0mph,29.80in,0.0in,Cloudy
2019-01-06 8:51 AM,43F,36F,76%,SW,8mph,0mph,29.83in,0.0in,Cloudy
2019-01-06 9:51 AM,44F,37F,76%,WSW,9mph,0mph,29.85in,0.0in,Cloudy
2019-01-06 10:51 AM,44F,37F,76%,WSW,9mph,0mph,29.89in,0.0in,Cloudy
2019-01-06 11:51 AM,47F,35F,63%,WSW,6mph,21mph,29.88in,0.0in,Mostly Cloudy
2019-01-06 12:51 PM,48F,30F,50%,NW,18mph,25mph,29.88in,0.0in,Mostly Cloudy
2019-01-06 1:51 PM,50F,27F,41%,WNW,22mph,31mph,29.89in,0.0in,Mostly Cloudy / Windy
2019-01-06 2:51 PM,50F,28F,43%,NNW,21mph,32mph,29.92in,0.0in,Mostly Cloudy / Windy
2019-01-06 3:51 PM,48F,23F,37%,WNW,18mph,29mph,29.96in,0.0in,Mostly Cloudy
2019-01-06 4:51 PM,45F,23F,42%,WNW,24mph,39mph,30.00in,0.0in,Mostly Cloudy / Windy
2019-01-06 5:51 PM,43F,21F,42%,NW,17mph,26mph,30.04in,0.0in,Mostly Cloudy
2019-01-06 6:51 PM,41F,22F,47%,NNW,21mph,29mph,30.11in,0.0in,Mostly Cloudy / Windy
2019-01-06 7:51 PM,39F,18F,43%,NW,15mph,23mph,30.13in,0.0in,Partly Cloudy
2019-01-06 8:51 PM,38F,18F,44%,NW,18mph,35mph,30.17in,0.0in,Mostly Cloudy
2019-01-06 9:51 PM,36F,15F,43%,NNW,23mph,33mph,30.21in,0.0in,Partly Cloudy / Windy
2019-01-06 10:51 PM,34F,14F,44%,NNW,24mph,0mph,30.22in,0.0in,Fair / Windy
2019-01-06 11:51 PM,33F,15F,48%,NW,18mph,28mph,30.26in,0.0in,Fair
2019-01-06 12:51 AM,31F,13F,47%,NNW,23mph,31mph,30.29in,0.0in,Fair / Windy
2019-01-07 1:51 AM,30F,12F,47%,NW,15mph,0mph,30.32in,0.0in,Fair
2019-01-07 2:51 AM,29F,11F,47%,NNW,16mph,0mph,30.35in,0.0in,Fair
2019-01-07 3:51 AM,28F,9F,45%,NNW,13mph,0mph,30.38in,0.0in,Fair
2019-01-07 4:51 AM,27F,9F,47%,NW,13mph,0mph,30.38in,0.0in,Fair
2019-01-07 5:51 AM,26F,8F,47%,NNW,10mph,0mph,30.40in,0.0in,Fair
2019-01-07 6:51 AM,26F,8F,47%,N,13mph,0mph,30.42in,0.0in,Fair
2019-01-07 7:51 AM,25F,8F,49%,NNW,10mph,0mph,30.46in,0.0in,Fair
2019-01-07 8:51 AM,26F,7F,44%,N,12mph,0mph,30.48in,0.0in,Mostly Cloudy
2019-01-07 9:51 AM,26F,8F,47%,N,12mph,0mph,30.51in,0.0in,Mostly Cloudy
2019-01-07 10:51 AM,28F,8F,43%,NNE,9mph,0mph,30.53in,0.0in,Mostly Cloudy
2019-01-07 11:51 AM,29F,9F,43%,N,13mph,0mph,30.49in,0.0in,Mostly Cloudy
2019-01-07 12:51 PM,30F,7F,38%,N,8mph,0mph,30.45in,0.0in,Mostly Cloudy
2019-01-07 1:51 PM,32F,4F,31%,N,13mph,20mph,30.42in,0.0in,Mostly Cloudy
2019-01-07 2:51 PM,33F,5F,31%,NNE,9mph,0mph,30.42in,0.0in,Mostly Cloudy
2019-01-07 3:51 PM,32F,5F,32%,NNE,9mph,0mph,30.42in,0.0in,Mostly Cloudy
2019-01-07 4:51 PM,32F,4F,31%,NNE,7mph,0mph,30.41in,0.0in,Cloudy
2019-01-07 5:51 PM,32F,5F,32%,NE,5mph,0mph,30.39in,0.0in,Cloudy
2019-01-07 6:51 PM,32F,5F,32%,NE,7mph,0mph,30.38in,0.0in,Cloudy
2019-01-07 7:51 PM,32F,4F,31%,VAR,3mph,0mph,30.37in,0.0in,Cloudy
2019-01-07 8:51 PM,33F,9F,37%,SE,8mph,0mph,30.33in,0.0in,Cloudy
2019-01-07 9:51 PM,32F,13F,45%,SSE,7mph,0mph,30.35in,0.0in,Cloudy
2019-01-07 10:51 PM,32F,14F,48%,S,7mph,0mph,30.32in,0.0in,Cloudy
2019-01-07 11:51 PM,33F,16F,50%,S,8mph,0mph,30.28in,0.0in,Cloudy
2019-01-07 12:51 AM,34F,20F,56%,S,7mph,0mph,30.25in,0.0in,Cloudy
2019-01-08 1:51 AM,34F,21F,59%,WSW,5mph,0mph,30.25in,0.0in,Cloudy
2019-01-08 2:51 AM,34F,21F,59%,CALM,0mph,0mph,30.26in,0.0in,Cloudy
2019-01-08 3:37 AM,35F,24F,64%,CALM,0mph,0mph,30.22in,0.0in,Wintry Mix
2019-01-08 3:51 AM,35F,25F,67%,ESE,3mph,0mph,30.20in,0.0in,Wintry Mix
2019-01-08 4:51 AM,34F,29F,82%,CALM,0mph,0mph,30.17in,0.0in,Wintry Mix
2019-01-08 5:09 AM,34F,30F,85%,CALM,0mph,0mph,30.17in,0.0in,Cloudy
2019-01-08 5:51 AM,35F,31F,85%,CALM,0mph,0mph,30.14in,0.0in,Light Rain
2019-01-08 6:51 AM,36F,33F,89%,CALM,0mph,0mph,30.12in,0.0in,Light Rain
2019-01-08 7:34 AM,36F,34F,93%,CALM,0mph,0mph,30.10in,0.0in,Cloudy
2019-01-08 7:51 AM,37F,35F,93%,NNE,5mph,0mph,30.09in,0.0in,Cloudy
2019-01-08 8:17 AM,38F,36F,93%,NE,5mph,0mph,30.08in,0.0in,Cloudy
2019-01-08 8:51 AM,37F,36F,96%,N,6mph,0mph,30.09in,0.0in,Cloudy
2019-01-08 9:51 AM,40F,40F,100%,CALM,0mph,0mph,30.06in,0.0in,Cloudy
2019-01-08 10:37 AM,42F,41F,96%,CALM,0mph,0mph,30.03in,0.0in,Fog
2019-01-08 10:51 AM,42F,41F,96%,CALM,0mph,0mph,30.03in,0.0in,Fog
2019-01-08 11:26 AM,42F,40F,92%,NNE,6mph,0mph,30.01in,0.0in,Cloudy
2019-01-08 11:51 AM,40F,39F,97%,NNE,5mph,0mph,29.99in,0.0in,Fog
2019-01-08 12:51 PM,42F,41F,96%,NNE,3mph,0mph,29.94in,0.0in,Fog
2019-01-08 1:35 PM,41F,40F,96%,NE,6mph,0mph,29.89in,0.0in,Fog
2019-01-08 1:51 PM,41F,40F,96%,VAR,3mph,0mph,29.88in,0.0in,Fog
2019-01-08 2:51 PM,42F,40F,92%,CALM,0mph,0mph,29.85in,0.0in,Fog
2019-01-08 3:51 PM,43F,40F,89%,ENE,5mph,0mph,29.79in,0.0in,Fog
2019-01-08 4:38 PM,44F,41F,89%,SW,3mph,0mph,29.78in,0.0in,Fog
2019-01-08 4:51 PM,44F,41F,89%,CALM,0mph,0mph,29.77in,0.0in,Fog
2019-01-08 5:21 PM,43F,41F,93%,SSW,3mph,0mph,29.76in,0.0in,Fog
2019-01-08 5:30 PM,43F,40F,89%,SW,5mph,0mph,29.76in,0.0in,Mostly Cloudy
2019-01-08 5:38 PM,43F,40F,89%,SW,6mph,0mph,29.77in,0.0in,Mostly Cloudy
2019-01-08 5:51 PM,43F,40F,89%,W,8mph,0mph,29.76in,0.0in,Cloudy
2019-01-08 6:46 PM,43F,39F,87%,W,6mph,0mph,29.76in,0.0in,Cloudy
2019-01-08 6:51 PM,42F,39F,89%,CALM,0mph,0mph,29.75in,0.0in,Mostly Cloudy
2019-01-08 7:13 PM,41F,38F,89%,CALM,0mph,0mph,29.74in,0.0in,Mostly Cloudy
2019-01-08 7:38 PM,41F,38F,89%,SSW,3mph,0mph,29.73in,0.0in,Mostly Cloudy
2019-01-08 7:51 PM,41F,39F,93%,SSW,3mph,0mph,29.73in,0.0in,Cloudy
2019-01-08 8:35 PM,42F,39F,89%,CALM,0mph,0mph,29.70in,0.0in,Cloudy
2019-01-08 8:51 PM,42F,40F,92%,CALM,0mph,0mph,29.70in,0.0in,Cloudy
2019-01-08 9:51 PM,42F,40F,92%,CALM,0mph,0mph,29.66in,0.0in,Cloudy
2019-01-08 10:51 PM,42F,40F,92%,NNE,5mph,0mph,29.62in,0.0in,Cloudy
2019-01-08 11:11 PM,42F,41F,96%,NE,6mph,0mph,29.59in,0.0in,Cloudy
2019-01-08 11:30 PM,42F,40F,92%,NNE,6mph,0mph,29.58in,0.0in,Fog
2019-01-08 11:37 PM,41F,41F,100%,NNE,5mph,0mph,29.58in,0.0in,Light Drizzle
2019-01-08 11:51 PM,41F,41F,100%,NNE,5mph,0mph,29.57in,0.0in,Light Drizzle
2019-01-08 12:21 AM,42F,41F,96%,W,13mph,0mph,29.60in,0.0in,T-Storm
2019-01-08 12:31 AM,41F,41F,100%,SW,6mph,0mph,29.59in,0.1in,T-Storm
2019-01-08 12:36 AM,41F,41F,100%,S,6mph,0mph,29.58in,0.1in,Rain
2019-01-08 12:42 AM,41F,41F,100%,VAR,3mph,0mph,29.56in,0.1in,Rain
2019-01-08 12:51 AM,41F,41F,100%,SE,6mph,0mph,29.54in,0.1in,Light Rain
2019-01-09 1:44 AM,41F,40F,96%,W,9mph,0mph,29.55in,0.0in,Light Rain
2019-01-09 1:51 AM,41F,41F,100%,SW,6mph,0mph,29.53in,0.1in,Light Rain
2019-01-09 2:12 AM,41F,41F,100%,W,7mph,0mph,29.53in,0.0in,Light Rain
2019-01-09 2:51 AM,41F,40F,96%,WSW,15mph,0mph,29.53in,0.0in,Cloudy
2019-01-09 3:51 AM,41F,39F,93%,WSW,16mph,0mph,29.52in,0.0in,Fair
2019-01-09 4:51 AM,42F,38F,85%,W,20mph,0mph,29.52in,0.0in,Fair
2019-01-09 5:51 AM,42F,36F,79%,WSW,20mph,0mph,29.53in,0.0in,Fair
2019-01-09 6:51 AM,42F,32F,67%,W,20mph,26mph,29.55in,0.0in,Fair
2019-01-09 7:51 AM,42F,28F,58%,W,15mph,0mph,29.55in,0.0in,Fair
2019-01-09 8:51 AM,42F,26F,53%,W,16mph,0mph,29.57in,0.0in,Fair
2019-01-09 9:51 AM,43F,26F,51%,W,21mph,30mph,29.58in,0.0in,Fair / Windy
2019-01-09 10:51 AM,44F,26F,49%,W,20mph,32mph,29.58in,0.0in,Fair
2019-01-09 11:51 AM,45F,25F,46%,WNW,25mph,36mph,29.57in,0.0in,Mostly Cloudy / Windy
2019-01-09 12:51 PM,45F,24F,44%,WNW,23mph,38mph,29.55in,0.0in,Mostly Cloudy / Windy
2019-01-09 1:51 PM,45F,23F,42%,WNW,21mph,32mph,29.54in,0.0in,Mostly Cloudy / Windy
2019-01-09 2:51 PM,45F,23F,42%,WNW,18mph,26mph,29.54in,0.0in,Mostly Cloudy
2019-01-09 3:51 PM,44F,20F,38%,WNW,23mph,33mph,29.56in,0.0in,Partly Cloudy / Windy
2019-01-09 4:51 PM,44F,20F,38%,WNW,17mph,25mph,29.58in,0.0in,Mostly Cloudy
2019-01-09 5:51 PM,41F,16F,36%,WNW,20mph,38mph,29.60in,0.0in,Partly Cloudy
2019-01-09 6:51 PM,39F,16F,39%,W,18mph,28mph,29.63in,0.0in,Partly Cloudy
2019-01-09 7:51 PM,38F,18F,44%,W,13mph,0mph,29.63in,0.0in,Mostly Cloudy
2019-01-09 8:51 PM,37F,15F,41%,WNW,23mph,33mph,29.64in,0.0in,Mostly Cloudy / Windy
2019-01-09 9:51 PM,36F,16F,44%,WNW,21mph,25mph,29.64in,0.0in,Mostly Cloudy / Windy
2019-01-09 10:51 PM,35F,16F,46%,WNW,20mph,28mph,29.64in,0.0in,Mostly Cloudy
