Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
1/3/2021 8:54,41F,40F,96%,ENE,5mph,0mph,30.00in,0.1in,Rain
1/3/2021 9:54,42F,41F,96%,E,9mph,0mph,29.98in,0.1in,Light Rain
1/3/2021 10:38,44F,42F,93%,ENE,9mph,0mph,29.93in,0.0in,Light Rain
1/3/2021 10:52,45F,43F,93%,NE,9mph,0mph,29.94in,0.0in,Cloudy
1/3/2021 10:54,44F,43F,96%,NNE,9mph,0mph,29.94in,0.0in,Cloudy
1/3/2021 11:54,45F,43F,93%,NE,7mph,0mph,29.91in,0.0in,Cloudy
1/3/2021 12:54,47F,45F,93%,ENE,13mph,0mph,29.84in,0.0in,Cloudy
1/3/2021 13:54,48F,46F,93%,ENE,13mph,0mph,29.79in,0.0in,Cloudy
1/3/2021 14:54,48F,46F,93%,NNE,14mph,0mph,29.78in,0.0in,Cloudy
1/3/2021 15:14,45F,43F,93%,N,13mph,0mph,29.78in,0.0in,Rain
1/3/2021 15:49,43F,43F,100%,N,10mph,0mph,29.78in,0.0in,Cloudy
1/3/2021 15:54,43F,42F,97%,N,9mph,0mph,29.78in,0.0in,Cloudy
1/3/2021 16:54,42F,41F,96%,N,8mph,0mph,29.79in,0.0in,Cloudy
1/3/2021 17:12,42F,41F,96%,N,8mph,0mph,29.79in,0.0in,Light Rain
1/3/2021 17:25,42F,41F,96%,NNE,6mph,0mph,29.78in,0.0in,Light Rain
1/3/2021 17:54,42F,41F,96%,N,7mph,0mph,29.79in,0.0in,Cloudy
1/3/2021 18:54,41F,40F,96%,NNW,8mph,0mph,29.80in,0.0in,Cloudy
1/3/2021 19:36,41F,40F,96%,N,9mph,0mph,29.80in,0.0in,Fog
1/3/2021 19:54,41F,40F,96%,NNW,10mph,0mph,29.80in,0.0in,Fog
1/3/2021 20:02,41F,40F,96%,N,13mph,0mph,29.80in,0.0in,Light Rain
1/3/2021 20:54,41F,40F,96%,N,10mph,0mph,29.81in,0.0in,Cloudy
1/3/2021 21:54,41F,40F,96%,N,8mph,0mph,29.80in,0.0in,Cloudy
1/3/2021 22:54,41F,40F,96%,NNE,9mph,0mph,29.81in,0.0in,Light Rain
1/3/2021 23:54,42F,41F,96%,NNE,7mph,0mph,29.82in,0.0in,Cloudy
1/3/2021 0:54,41F,40F,96%,NNW,9mph,0mph,29.82in,0.0in,Cloudy
1/4/2021 1:47,40F,39F,97%,NNW,12mph,0mph,29.83in,0.0in,Fog
1/4/2021 1:54,40F,39F,97%,NNW,10mph,0mph,29.83in,0.0in,Fog
1/4/2021 2:28,39F,38F,96%,NNW,12mph,0mph,29.83in,0.0in,Cloudy
1/4/2021 2:54,38F,37F,97%,NNW,12mph,0mph,29.84in,0.0in,Cloudy
1/4/2021 3:26,38F,37F,97%,NNW,9mph,0mph,29.85in,0.0in,Fog
1/4/2021 3:54,38F,37F,97%,N,9mph,0mph,29.84in,0.0in,Cloudy
1/4/2021 4:54,37F,37F,100%,NNW,10mph,0mph,29.85in,0.0in,Cloudy
1/4/2021 5:54,37F,36F,96%,NNW,8mph,0mph,29.86in,0.0in,Cloudy
1/4/2021 6:45,37F,36F,96%,N,9mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 6:54,37F,36F,96%,NNW,8mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 7:54,37F,35F,93%,N,6mph,0mph,29.89in,0.0in,Cloudy
1/4/2021 8:54,37F,35F,93%,N,9mph,0mph,29.91in,0.0in,Cloudy
1/4/2021 9:13,36F,35F,97%,N,13mph,0mph,29.91in,0.0in,Cloudy
1/4/2021 9:29,37F,35F,93%,N,9mph,0mph,29.91in,0.0in,Cloudy
1/4/2021 9:54,37F,36F,96%,N,9mph,0mph,29.92in,0.0in,Cloudy
1/4/2021 10:33,37F,36F,96%,NNW,12mph,0mph,29.93in,0.0in,Cloudy
1/4/2021 10:54,37F,36F,96%,NNW,9mph,0mph,29.93in,0.0in,Cloudy
1/4/2021 11:54,38F,35F,89%,N,8mph,0mph,29.92in,0.0in,Cloudy
1/4/2021 12:54,39F,36F,89%,NNW,7mph,0mph,29.90in,0.0in,Cloudy
1/4/2021 13:52,39F,36F,87%,NNW,6mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 13:54,40F,36F,86%,NNW,6mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 14:54,42F,36F,79%,VAR,3mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 15:20,42F,36F,79%,NNW,6mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 15:54,42F,36F,79%,NNW,6mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 16:25,42F,36F,79%,NW,7mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 16:54,41F,36F,82%,NW,8mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 17:54,40F,36F,86%,NNW,7mph,0mph,29.89in,0.0in,Cloudy
1/4/2021 18:54,40F,36F,86%,NW,3mph,0mph,29.89in,0.0in,Cloudy
1/4/2021 19:54,40F,36F,86%,WNW,5mph,0mph,29.89in,0.0in,Cloudy
1/4/2021 20:54,39F,36F,89%,NW,5mph,0mph,29.89in,0.0in,Cloudy
1/4/2021 21:54,40F,36F,86%,CALM,0mph,0mph,29.89in,0.0in,Cloudy
1/4/2021 22:34,39F,36F,89%,NW,3mph,0mph,29.88in,0.0in,Cloudy
1/4/2021 22:54,39F,36F,89%,CALM,0mph,0mph,29.87in,0.0in,Cloudy
1/4/2021 23:54,39F,36F,89%,NW,3mph,0mph,29.86in,0.0in,Cloudy
1/4/2021 0:54,39F,36F,89%,CALM,0mph,0mph,29.85in,0.0in,Cloudy
1/5/2021 1:26,38F,36F,93%,CALM,0mph,0mph,29.85in,0.0in,Cloudy
1/5/2021 1:54,38F,36F,93%,N,3mph,0mph,29.84in,0.0in,Cloudy
1/5/2021 2:01,38F,36F,93%,CALM,0mph,0mph,29.84in,0.0in,Cloudy
1/5/2021 2:54,38F,35F,89%,NNE,5mph,0mph,29.85in,0.0in,Cloudy
1/5/2021 3:54,38F,34F,86%,CALM,0mph,0mph,29.85in,0.0in,Cloudy
1/5/2021 4:54,37F,35F,93%,CALM,0mph,0mph,29.83in,0.0in,Cloudy
1/5/2021 5:54,37F,35F,93%,NW,5mph,0mph,29.83in,0.0in,Cloudy
1/5/2021 6:54,37F,35F,93%,W,5mph,0mph,29.84in,0.0in,Cloudy
1/5/2021 7:54,37F,35F,93%,WNW,5mph,0mph,29.85in,0.0in,Cloudy
1/5/2021 8:54,37F,35F,93%,NW,5mph,0mph,29.86in,0.0in,Cloudy
1/5/2021 9:54,38F,35F,89%,NW,6mph,0mph,29.86in,0.0in,Cloudy
1/5/2021 10:54,38F,35F,89%,NW,6mph,0mph,29.86in,0.0in,Cloudy
1/5/2021 11:54,39F,35F,86%,NNW,6mph,0mph,29.84in,0.0in,Cloudy
1/5/2021 12:54,39F,35F,86%,NNW,6mph,0mph,29.81in,0.0in,Cloudy
1/5/2021 13:54,40F,35F,83%,NNW,5mph,0mph,29.80in,0.0in,Cloudy
1/5/2021 14:54,41F,34F,76%,NNW,6mph,0mph,29.80in,0.0in,Cloudy
1/5/2021 15:54,41F,34F,76%,N,7mph,0mph,29.79in,0.0in,Cloudy
1/5/2021 16:05,41F,34F,76%,NNW,8mph,0mph,29.80in,0.0in,Cloudy
1/5/2021 16:17,41F,34F,76%,N,9mph,0mph,29.80in,0.0in,Cloudy
1/5/2021 16:38,41F,33F,73%,N,8mph,0mph,29.80in,0.0in,Cloudy
1/5/2021 16:54,41F,34F,76%,N,7mph,0mph,29.81in,0.0in,Cloudy
1/5/2021 17:54,40F,34F,79%,N,5mph,0mph,29.83in,0.0in,Cloudy
1/5/2021 18:54,39F,33F,79%,NNW,6mph,0mph,29.85in,0.0in,Cloudy
1/5/2021 19:54,39F,34F,82%,NNW,6mph,0mph,29.86in,0.0in,Cloudy
1/5/2021 20:54,38F,34F,86%,NW,5mph,0mph,29.87in,0.0in,Cloudy
1/5/2021 21:54,38F,33F,83%,NW,8mph,0mph,29.86in,0.0in,Cloudy
1/5/2021 22:54,38F,32F,79%,NNW,7mph,0mph,29.86in,0.0in,Cloudy
1/5/2021 23:54,38F,33F,83%,NNW,8mph,0mph,29.86in,0.0in,Cloudy
1/5/2021 0:54,38F,33F,83%,NW,5mph,0mph,29.86in,0.0in,Cloudy
1/6/2021 1:54,37F,32F,82%,NW,7mph,0mph,29.86in,0.0in,Cloudy
1/6/2021 2:54,34F,30F,85%,NW,6mph,0mph,29.87in,0.0in,Partly Cloudy
1/6/2021 3:54,35F,32F,89%,NW,6mph,0mph,29.88in,0.0in,Cloudy
1/6/2021 4:54,32F,29F,88%,WNW,7mph,0mph,29.89in,0.0in,Fair
1/6/2021 5:54,30F,28F,92%,WNW,5mph,0mph,29.89in,0.0in,Fair
1/6/2021 6:54,31F,28F,89%,WNW,7mph,0mph,29.90in,0.0in,Fair
1/6/2021 7:54,31F,28F,89%,WNW,7mph,0mph,29.92in,0.0in,Fair
1/6/2021 8:54,34F,30F,85%,WNW,8mph,0mph,29.93in,0.0in,Cloudy
1/6/2021 9:54,39F,31F,73%,WNW,13mph,23mph,29.94in,0.0in,Fair
1/6/2021 10:54,42F,29F,60%,NNW,16mph,26mph,29.95in,0.0in,Fair
1/6/2021 11:54,43F,28F,56%,NW,22mph,32mph,29.93in,0.0in,Fair / Windy
1/6/2021 12:54,44F,28F,53%,NW,22mph,32mph,29.91in,0.0in,Fair / Windy
1/6/2021 13:54,44F,27F,51%,NW,18mph,0mph,29.90in,0.0in,Fair
1/6/2021 14:54,44F,26F,49%,NW,23mph,31mph,29.90in,0.0in,Fair / Windy
1/6/2021 15:54,44F,26F,49%,NNW,21mph,29mph,29.91in,0.0in,Fair / Windy
1/6/2021 16:54,42F,25F,51%,NNW,23mph,30mph,29.94in,0.0in,Fair / Windy
1/6/2021 17:54,39F,25F,57%,NNW,17mph,25mph,29.96in,0.0in,Fair
1/6/2021 18:54,38F,25F,60%,NW,15mph,0mph,29.98in,0.0in,Partly Cloudy
1/6/2021 19:54,36F,25F,64%,NW,10mph,0mph,29.99in,0.0in,Fair
1/6/2021 20:54,36F,26F,67%,NNW,9mph,0mph,29.99in,0.0in,Fair
1/6/2021 21:54,34F,25F,70%,WNW,9mph,0mph,29.99in,0.0in,Fair
1/6/2021 22:54,33F,26F,75%,NW,7mph,0mph,29.99in,0.0in,Fair
1/6/2021 23:54,33F,26F,75%,WNW,9mph,0mph,29.98in,0.0in,Fair
1/6/2021 0:54,34F,26F,73%,W,6mph,0mph,29.99in,0.0in,Fair
1/7/2021 1:54,31F,25F,79%,WNW,8mph,0mph,29.99in,0.0in,Fair
1/7/2021 2:54,30F,25F,82%,NW,6mph,0mph,30.00in,0.0in,Fair
1/7/2021 3:54,32F,25F,75%,NW,10mph,0mph,30.00in,0.0in,Fair
1/7/2021 4:54,31F,25F,79%,NW,9mph,0mph,30.00in,0.0in,Fair
1/7/2021 5:54,31F,24F,76%,NW,10mph,0mph,30.01in,0.0in,Fair
1/7/2021 6:54,30F,24F,79%,NW,10mph,0mph,30.02in,0.0in,Fair
1/7/2021 7:54,30F,24F,79%,NW,9mph,0mph,30.04in,0.0in,Fair
1/7/2021 8:54,32F,24F,73%,NW,10mph,0mph,30.05in,0.0in,Fair
1/7/2021 9:54,35F,25F,67%,NNW,12mph,23mph,30.07in,0.0in,Fair
1/7/2021 10:54,38F,24F,57%,NNW,17mph,30mph,30.05in,0.0in,Fair
1/7/2021 11:54,40F,24F,53%,NNW,16mph,0mph,30.04in,0.0in,Fair
1/7/2021 12:54,42F,24F,49%,WNW,13mph,0mph,30.02in,0.0in,Fair
1/7/2021 13:54,44F,24F,45%,NW,14mph,0mph,30.00in,0.0in,Fair
1/7/2021 14:54,45F,23F,42%,NW,13mph,0mph,29.99in,0.0in,Fair
1/7/2021 15:54,45F,23F,42%,WNW,12mph,0mph,29.99in,0.0in,Fair
1/7/2021 16:54,44F,23F,43%,NW,13mph,0mph,30.01in,0.0in,Fair
1/7/2021 17:54,39F,23F,53%,NNW,8mph,0mph,30.02in,0.0in,Fair
1/7/2021 18:54,34F,23F,64%,NNW,7mph,0mph,30.02in,0.0in,Fair
1/7/2021 19:54,35F,23F,61%,NNW,7mph,0mph,30.02in,0.0in,Fair
1/7/2021 20:54,35F,22F,59%,NNW,8mph,0mph,30.03in,0.0in,Fair
1/7/2021 21:54,33F,22F,64%,WNW,6mph,0mph,30.03in,0.0in,Fair
1/7/2021 22:54,29F,21F,72%,NNW,6mph,0mph,30.03in,0.0in,Fair
1/7/2021 23:54,27F,20F,75%,NNW,7mph,0mph,30.03in,0.0in,Fair
1/7/2021 0:54,28F,21F,75%,N,6mph,0mph,30.02in,0.0in,Fair
1/8/2021 1:54,28F,21F,75%,WNW,5mph,0mph,30.01in,0.0in,Fair
1/8/2021 2:54,24F,19F,81%,NW,3mph,0mph,30.02in,0.0in,Fair
1/8/2021 3:54,27F,21F,78%,W,3mph,0mph,30.01in,0.0in,Fair
1/8/2021 4:54,25F,20F,81%,CALM,0mph,0mph,29.99in,0.0in,Fair
1/8/2021 5:54,26F,21F,81%,N,6mph,0mph,29.95in,0.0in,Fair
1/8/2021 6:54,26F,22F,84%,NNW,3mph,0mph,29.96in,0.0in,Fair
1/8/2021 7:54,25F,21F,85%,SW,5mph,0mph,30.00in,0.0in,Fair
1/8/2021 8:54,26F,22F,84%,CALM,0mph,0mph,29.96in,0.0in,Fair
1/8/2021 9:54,29F,24F,82%,NNW,7mph,0mph,29.96in,0.0in,Fair
1/8/2021 10:54,31F,23F,72%,CALM,0mph,0mph,29.98in,0.0in,Fair
1/8/2021 11:54,33F,24F,70%,N,7mph,0mph,29.94in,0.0in,Fair
1/8/2021 12:54,33F,23F,66%,NNW,9mph,0mph,29.90in,0.0in,Fair
1/8/2021 13:54,34F,23F,64%,NNW,6mph,0mph,29.87in,0.0in,Fair
1/8/2021 14:54,33F,23F,66%,N,3mph,0mph,29.86in,0.0in,Fair
1/8/2021 15:54,35F,23F,61%,NNW,7mph,0mph,29.85in,0.0in,Partly Cloudy
1/8/2021 16:54,35F,23F,61%,N,9mph,0mph,29.84in,0.0in,Fair
1/8/2021 17:54,34F,23F,64%,NNW,3mph,0mph,29.84in,0.0in,Fair
1/8/2021 18:54,33F,24F,70%,NW,5mph,0mph,29.83in,0.0in,Partly Cloudy
1/8/2021 19:54,32F,24F,73%,NNW,3mph,0mph,29.82in,0.0in,Fair
1/8/2021 20:54,31F,24F,76%,NNW,3mph,0mph,29.80in,0.0in,Fair
1/8/2021 21:54,30F,23F,75%,NNW,5mph,0mph,29.77in,0.0in,Fair
1/8/2021 22:54,29F,22F,75%,N,3mph,0mph,29.76in,0.0in,Fair
1/8/2021 23:54,29F,22F,75%,N,6mph,0mph,29.75in,0.0in,Fair
1/8/2021 0:54,28F,21F,75%,N,6mph,0mph,29.74in,0.0in,Fair
1/9/2021 1:54,29F,21F,72%,N,9mph,0mph,29.73in,0.0in,Fair
1/9/2021 2:54,29F,20F,69%,N,10mph,0mph,29.73in,0.0in,Fair
1/9/2021 3:54,28F,19F,69%,N,10mph,0mph,29.73in,0.0in,Fair
1/9/2021 4:54,28F,17F,63%,N,9mph,20mph,29.73in,0.0in,Fair
1/9/2021 5:54,28F,16F,61%,N,13mph,23mph,29.73in,0.0in,Fair
1/9/2021 6:54,27F,14F,58%,N,13mph,0mph,29.74in,0.0in,Fair
1/9/2021 7:54,26F,14F,60%,NNW,15mph,23mph,29.76in,0.0in,Fair
1/9/2021 8:54,26F,14F,60%,N,12mph,0mph,29.79in,0.0in,Fair
1/9/2021 9:54,28F,13F,53%,N,15mph,24mph,29.80in,0.0in,Fair
1/9/2021 10:54,32F,13F,45%,N,13mph,0mph,29.82in,0.0in,Fair
1/9/2021 11:54,34F,12F,40%,NW,15mph,0mph,29.82in,0.0in,Fair
1/9/2021 12:54,37F,12F,36%,NNW,15mph,23mph,29.79in,0.0in,Fair
1/9/2021 13:54,38F,13F,36%,N,17mph,0mph,29.78in,0.0in,Fair
1/9/2021 14:54,40F,14F,35%,N,16mph,0mph,29.79in,0.0in,Partly Cloudy
1/9/2021 15:54,40F,16F,38%,NNW,14mph,24mph,29.80in,0.0in,Cloudy
1/9/2021 16:54,39F,20F,46%,NNW,15mph,28mph,29.81in,0.0in,Cloudy
1/9/2021 17:54,39F,19F,45%,NNW,12mph,0mph,29.83in,0.0in,Mostly Cloudy
1/9/2021 18:54,37F,16F,42%,NW,6mph,0mph,29.84in,0.0in,Cloudy
1/9/2021 19:54,38F,14F,38%,NNW,8mph,0mph,29.86in,0.0in,Cloudy
1/9/2021 20:54,37F,15F,41%,NW,7mph,0mph,29.88in,0.0in,Cloudy
1/9/2021 21:54,37F,18F,46%,NW,8mph,0mph,29.88in,0.0in,Cloudy
1/9/2021 22:54,38F,19F,47%,NW,12mph,0mph,29.89in,0.0in,Cloudy
1/9/2021 23:54,38F,21F,51%,NNW,14mph,0mph,29.91in,0.0in,Fair
1/9/2021 0:54,37F,21F,52%,NNW,12mph,0mph,29.93in,0.0in,Fair
1/10/2021 1:54,35F,21F,57%,NNW,10mph,0mph,29.94in,0.0in,Fair
1/10/2021 2:54,34F,20F,56%,NNW,8mph,0mph,29.98in,0.0in,Fair
1/10/2021 3:54,32F,17F,54%,NNW,9mph,0mph,30.00in,0.0in,Fair
1/10/2021 4:54,29F,18F,64%,NW,8mph,0mph,30.01in,0.0in,Fair
1/10/2021 5:54,26F,17F,69%,NW,7mph,0mph,30.02in,0.0in,Fair
1/10/2021 6:54,26F,17F,69%,NW,7mph,0mph,30.04in,0.0in,Fair
1/10/2021 7:54,25F,17F,72%,WNW,7mph,0mph,30.06in,0.0in,Fair
1/10/2021 8:54,26F,18F,71%,WNW,6mph,0mph,30.09in,0.0in,Fair
1/10/2021 9:54,34F,21F,59%,NW,9mph,0mph,30.12in,0.0in,Fair
1/10/2021 10:54,37F,21F,52%,NNW,14mph,0mph,30.15in,0.0in,Fair
1/10/2021 11:54,40F,22F,49%,NNW,12mph,0mph,30.15in,0.0in,Fair
1/10/2021 12:54,43F,22F,43%,NNW,10mph,0mph,30.12in,0.0in,Fair
1/10/2021 13:54,45F,23F,42%,NNW,8mph,0mph,30.11in,0.0in,Fair
1/10/2021 14:54,46F,23F,40%,NW,10mph,0mph,30.11in,0.0in,Fair
1/10/2021 15:54,46F,23F,40%,NW,12mph,0mph,30.12in,0.0in,Fair
1/10/2021 16:54,45F,23F,42%,NW,8mph,0mph,30.14in,0.0in,Fair
1/10/2021 17:54,38F,22F,53%,NW,6mph,0mph,30.16in,0.0in,Fair
1/10/2021 18:54,35F,21F,57%,CALM,0mph,0mph,30.19in,0.0in,Fair
1/10/2021 19:54,30F,21F,69%,CALM,0mph,0mph,30.20in,0.0in,Fair
1/10/2021 20:54,28F,21F,75%,CALM,0mph,0mph,30.22in,0.0in,Fair
1/10/2021 21:54,25F,19F,78%,CALM,0mph,0mph,30.22in,0.0in,Fair
1/10/2021 22:54,26F,20F,78%,CALM,0mph,0mph,30.23in,0.0in,Fair
1/10/2021 23:54,25F,20F,81%,CALM,0mph,0mph,30.23in,0.0in,Fair
1/10/2021 0:54,23F,17F,78%,CALM,0mph,0mph,30.24in,0.0in,N/A
1/11/2021 1:54,21F,17F,85%,CALM,0mph,0mph,30.24in,0.0in,Fair
1/11/2021 2:54,21F,17F,85%,CALM,0mph,0mph,30.23in,0.0in,Fair
1/11/2021 3:54,21F,17F,85%,WNW,5mph,0mph,30.24in,0.0in,Fair
1/11/2021 4:54,21F,17F,85%,CALM,0mph,0mph,30.24in,0.0in,Fair
1/11/2021 5:54,19F,16F,88%,CALM,0mph,0mph,30.24in,0.0in,Fair
1/11/2021 6:54,18F,15F,88%,CALM,0mph,0mph,30.25in,0.0in,Fair
1/11/2021 7:54,21F,18F,88%,CALM,0mph,0mph,30.25in,0.0in,Fair
1/11/2021 8:54,23F,19F,85%,CALM,0mph,0mph,30.24in,0.0in,Fair
1/11/2021 9:54,28F,23F,81%,CALM,0mph,0mph,30.25in,0.0in,Fair
1/11/2021 10:54,35F,27F,72%,CALM,0mph,0mph,30.27in,0.0in,Fair
1/11/2021 11:54,42F,22F,45%,SSW,5mph,0mph,30.24in,0.0in,Fair
1/11/2021 12:54,44F,21F,40%,WSW,7mph,0mph,30.20in,0.0in,Fair
