Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
2024-01-03 3:51 PM,44F,26F,49%,NW,13mph,0mph,29.97in,0.0in,Mostly Cloudy
2024-01-03 4:51 PM,42F,26F,53%,WNW,8mph,0mph,29.96in,0.0in,Mostly Cloudy
2024-01-03 5:51 PM,42F,26F,53%,W,7mph,0mph,29.99in,0.0in,Cloudy
2024-01-03 6:51 PM,42F,26F,53%,WNW,8mph,0mph,29.99in,0.0in,Mostly Cloudy
2024-01-03 7:51 PM,42F,26F,53%,W,7mph,0mph,30.00in,0.0in,Mostly Cloudy
2024-01-03 8:51 PM,42F,26F,53%,WNW,10mph,0mph,29.98in,0.0in,Cloudy
2024-01-03 9:51 PM,41F,26F,55%,NW,8mph,0mph,29.98in,0.0in,Cloudy
2024-01-03 10:51 PM,41F,26F,55%,NW,8mph,0mph,29.98in,0.0in,Cloudy
2024-01-03 11:51 PM,41F,26F,55%,WNW,5mph,0mph,29.98in,0.0in,Cloudy
2024-01-03 12:51 AM,41F,26F,55%,WNW,5mph,0mph,29.98in,0.0in,Cloudy
2024-01-04 1:51 AM,40F,26F,58%,W,5mph,0mph,29.96in,0.0in,Cloudy
2024-01-04 2:51 AM,40F,27F,60%,WSW,3mph,0mph,29.96in,0.0in,Cloudy
2024-01-04 3:51 AM,38F,27F,65%,SW,3mph,0mph,29.95in,0.0in,Mostly Cloudy
2024-01-04 4:51 AM,39F,27F,62%,WNW,6mph,0mph,29.92in,0.0in,Partly Cloudy
2024-01-04 5:51 AM,39F,27F,62%,WSW,5mph,0mph,29.91in,0.0in,Mostly Cloudy
2024-01-04 6:51 AM,40F,27F,60%,SW,3mph,0mph,29.91in,0.0in,Cloudy
2024-01-04 7:51 AM,39F,27F,62%,W,3mph,0mph,29.91in,0.0in,Cloudy
2024-01-04 8:51 AM,40F,27F,60%,WSW,7mph,0mph,29.93in,0.0in,Cloudy
2024-01-04 9:51 AM,40F,28F,63%,W,7mph,0mph,29.94in,0.0in,Cloudy
2024-01-04 10:51 AM,40F,28F,63%,W,6mph,0mph,29.95in,0.0in,Cloudy
2024-01-04 11:51 AM,42F,29F,60%,NW,9mph,0mph,29.95in,0.0in,Cloudy
2024-01-04 12:51 PM,44F,28F,53%,NW,12mph,26mph,29.93in,0.0in,Mostly Cloudy
2024-01-04 1:51 PM,46F,27F,47%,NNW,17mph,31mph,29.92in,0.0in,Mostly Cloudy
2024-01-04 2:51 PM,47F,24F,41%,WNW,21mph,28mph,29.92in,0.0in,Partly Cloudy / Windy
2024-01-04 3:51 PM,45F,23F,42%,NW,16mph,25mph,29.94in,0.0in,Partly Cloudy
2024-01-04 4:51 PM,42F,22F,45%,NW,26mph,32mph,29.98in,0.0in,Partly Cloudy / Windy
2024-01-04 5:51 PM,40F,18F,41%,NW,20mph,29mph,30.02in,0.0in,Fair
2024-01-04 6:51 PM,37F,15F,41%,NW,22mph,33mph,30.06in,0.0in,Fair / Windy
2024-01-04 7:51 PM,36F,14F,41%,NW,18mph,28mph,30.10in,0.0in,Fair
2024-01-04 8:51 PM,34F,13F,42%,NW,13mph,25mph,30.12in,0.0in,Fair
2024-01-04 9:51 PM,32F,13F,45%,NW,16mph,0mph,30.14in,0.0in,Fair
2024-01-04 10:51 PM,32F,13F,45%,NW,17mph,24mph,30.16in,0.0in,Fair
2024-01-04 11:51 PM,30F,14F,51%,NW,15mph,0mph,30.19in,0.0in,Fair
2024-01-04 12:51 AM,29F,13F,51%,NW,12mph,22mph,30.20in,0.0in,Fair
2024-01-05 1:51 AM,28F,13F,53%,NW,12mph,0mph,30.21in,0.0in,Fair
2024-01-05 2:51 AM,27F,13F,56%,NW,15mph,0mph,30.23in,0.0in,Fair
2024-01-05 3:51 AM,27F,13F,56%,NNW,16mph,0mph,30.25in,0.0in,Fair
2024-01-05 4:51 AM,27F,13F,56%,NW,9mph,0mph,30.25in,0.0in,Mostly Cloudy
2024-01-05 5:51 AM,27F,13F,56%,NW,12mph,0mph,30.25in,0.0in,Mostly Cloudy
2024-01-05 6:51 AM,27F,13F,56%,W,7mph,0mph,30.26in,0.0in,Partly Cloudy
2024-01-05 7:51 AM,26F,13F,58%,WSW,8mph,0mph,30.28in,0.0in,Partly Cloudy
2024-01-05 8:51 AM,27F,14F,58%,W,5mph,0mph,30.30in,0.0in,Fair
2024-01-05 9:51 AM,30F,13F,49%,NW,6mph,0mph,30.32in,0.0in,Fair
2024-01-05 10:51 AM,33F,13F,43%,NNW,13mph,0mph,30.33in,0.0in,Fair
2024-01-05 11:51 AM,35F,13F,40%,WNW,10mph,0mph,30.30in,0.0in,Fair
2024-01-05 12:51 PM,36F,15F,43%,NW,10mph,21mph,30.26in,0.0in,Fair
2024-01-05 1:51 PM,38F,15F,39%,W,15mph,21mph,30.24in,0.0in,Fair
2024-01-05 2:51 PM,39F,16F,39%,W,14mph,21mph,30.23in,0.0in,Fair
2024-01-05 2:59 PM,39F,16F,39%,W,7mph,21mph,30.23in,0.0in,Fair
2024-01-05 3:51 PM,40F,17F,40%,WNW,13mph,0mph,30.21in,0.0in,Fair
2024-01-05 4:51 PM,39F,17F,41%,W,10mph,0mph,30.22in,0.0in,Partly Cloudy
2024-01-05 5:51 PM,37F,16F,42%,WSW,9mph,0mph,30.20in,0.0in,Partly Cloudy
2024-01-05 6:51 PM,36F,18F,48%,SW,7mph,0mph,30.21in,0.0in,Partly Cloudy
2024-01-05 7:51 PM,36F,18F,48%,SW,9mph,0mph,30.24in,0.0in,Partly Cloudy
2024-01-05 8:51 PM,35F,19F,52%,SW,9mph,0mph,30.23in,0.0in,Mostly Cloudy
2024-01-05 9:51 PM,34F,19F,54%,SW,10mph,0mph,30.22in,0.0in,Mostly Cloudy
2024-01-05 10:51 PM,33F,19F,56%,WSW,10mph,0mph,30.22in,0.0in,Partly Cloudy
2024-01-05 11:51 PM,28F,18F,66%,SW,5mph,0mph,30.20in,0.0in,Fair
2024-01-05 12:51 AM,28F,18F,66%,SW,5mph,0mph,30.19in,0.0in,Fair
2024-01-06 1:51 AM,27F,19F,72%,SW,7mph,0mph,30.20in,0.0in,Fair
2024-01-06 2:51 AM,29F,19F,67%,WSW,6mph,0mph,30.21in,0.0in,Partly Cloudy
2024-01-06 3:51 AM,28F,19F,69%,,0mph,0mph,30.20in,0.0in,Partly Cloudy
2024-01-06 3:57 AM,28F,19F,69%,SW,6mph,0mph,30.20in,0.0in,Partly Cloudy
2024-01-06 4:51 AM,29F,19F,67%,W,5mph,0mph,30.19in,0.0in,Partly Cloudy
2024-01-06 5:51 AM,28F,19F,69%,CALM,0mph,0mph,30.18in,0.0in,Partly Cloudy
2024-01-06 6:51 AM,29F,19F,67%,CALM,0mph,0mph,30.19in,0.0in,Partly Cloudy
2024-01-06 7:51 AM,29F,20F,69%,CALM,0mph,0mph,30.19in,0.0in,Partly Cloudy
2024-01-06 8:51 AM,31F,22F,69%,NE,5mph,0mph,30.18in,0.0in,Cloudy
2024-01-06 9:51 AM,31F,24F,76%,NNE,7mph,0mph,30.18in,0.0in,Cloudy
2024-01-06 10:51 AM,32F,23F,69%,NNE,7mph,0mph,30.17in,0.0in,Cloudy
2024-01-06 11:51 AM,34F,24F,67%,NNE,5mph,0mph,30.13in,0.0in,Cloudy
2024-01-06 12:51 PM,36F,25F,64%,NNE,8mph,0mph,30.10in,0.0in,Cloudy
2024-01-06 1:51 PM,38F,25F,60%,ENE,5mph,0mph,30.06in,0.0in,Cloudy
2024-01-06 2:51 PM,39F,26F,60%,ENE,6mph,0mph,30.03in,0.0in,Cloudy
2024-01-06 3:03 PM,39F,26F,60%,ENE,6mph,0mph,30.02in,0.0in,Light Snow
2024-01-06 3:17 PM,39F,26F,60%,ENE,10mph,0mph,30.01in,0.0in,Light Snow
2024-01-06 3:44 PM,38F,28F,68%,ENE,10mph,0mph,29.99in,0.0in,Light Snow
2024-01-06 3:51 PM,37F,29F,73%,NE,8mph,0mph,29.99in,0.0in,Light Snow
2024-01-06 4:44 PM,35F,31F,85%,NNE,8mph,0mph,29.96in,0.0in,Wintry Mix
2024-01-06 4:51 PM,34F,31F,89%,NE,9mph,0mph,29.96in,0.0in,Light Snow
2024-01-06 5:51 PM,34F,32F,92%,NE,10mph,0mph,29.92in,0.1in,Light Snow
2024-01-06 6:18 PM,35F,32F,89%,NE,15mph,22mph,29.90in,0.0in,Light Snow
2024-01-06 6:51 PM,36F,33F,89%,NE,12mph,0mph,29.89in,0.1in,Wintry Mix
2024-01-06 7:51 PM,36F,33F,89%,ENE,15mph,22mph,29.84in,0.1in,Wintry Mix
2024-01-06 8:24 PM,37F,34F,89%,ENE,13mph,25mph,29.80in,0.1in,Light Rain
2024-01-06 8:51 PM,37F,33F,86%,ENE,15mph,29mph,29.77in,0.1in,Light Rain
2024-01-06 9:51 PM,38F,34F,86%,NE,15mph,29mph,29.72in,0.0in,Light Rain
2024-01-06 10:51 PM,36F,33F,89%,NE,18mph,28mph,29.67in,0.1in,Rain
2024-01-06 11:37 PM,38F,35F,89%,NNE,14mph,21mph,29.66in,0.1in,Light Rain
2024-01-06 11:51 PM,37F,34F,89%,NNE,15mph,0mph,29.66in,0.1in,Light Rain
2024-01-06 12:31 AM,36F,33F,89%,NNE,17mph,0mph,29.66in,0.0in,Wintry Mix
2024-01-06 12:51 AM,36F,33F,89%,NNE,16mph,0mph,29.66in,0.0in,Wintry Mix
2024-01-07 1:18 AM,36F,33F,89%,NNE,18mph,0mph,29.66in,0.0in,Light Rain
2024-01-07 1:51 AM,36F,33F,89%,NNE,18mph,0mph,29.64in,0.0in,Light Rain
2024-01-07 2:51 AM,36F,33F,89%,NNE,15mph,0mph,29.63in,0.0in,Light Rain
2024-01-07 3:51 AM,36F,34F,93%,NNE,18mph,0mph,29.61in,0.0in,Light Rain
2024-01-07 4:51 AM,36F,34F,93%,NNE,16mph,0mph,29.59in,0.0in,Light Rain
2024-01-07 5:51 AM,37F,34F,89%,NNE,15mph,0mph,29.58in,0.0in,Light Rain
2024-01-07 6:51 AM,37F,35F,93%,N,14mph,0mph,29.57in,0.0in,Light Rain
2024-01-07 7:51 AM,37F,35F,93%,N,13mph,0mph,29.57in,0.0in,Light Rain
2024-01-07 8:51 AM,37F,35F,93%,N,14mph,0mph,29.57in,0.0in,Light Rain
2024-01-07 9:51 AM,37F,35F,93%,N,15mph,0mph,29.58in,0.0in,Light Rain
2024-01-07 10:51 AM,38F,35F,89%,N,13mph,0mph,29.58in,0.0in,Light Rain
2024-01-07 11:38 AM,37F,34F,89%,WNW,9mph,0mph,29.59in,0.0in,Wintry Mix
2024-01-07 11:51 AM,36F,34F,93%,W,13mph,0mph,29.60in,0.0in,Wintry Mix
2024-01-07 12:15 PM,36F,33F,89%,WNW,13mph,0mph,29.60in,0.0in,Light Snow
2024-01-07 12:34 PM,36F,34F,93%,WNW,12mph,0mph,29.59in,0.0in,Wintry Mix
2024-01-07 12:51 PM,37F,34F,89%,NW,13mph,0mph,29.59in,0.0in,Wintry Mix
2024-01-07 1:10 PM,37F,34F,89%,NW,13mph,0mph,29.58in,0.0in,Wintry Mix
2024-01-07 1:35 PM,38F,34F,86%,NW,12mph,0mph,29.58in,0.0in,Light Rain
2024-01-07 1:43 PM,38F,34F,86%,NW,13mph,0mph,29.58in,0.0in,Light Rain
2024-01-07 1:51 PM,39F,34F,82%,NW,12mph,0mph,29.58in,0.0in,Light Rain
2024-01-07 2:40 PM,39F,34F,82%,NW,12mph,0mph,29.58in,0.0in,Mostly Cloudy
2024-01-07 2:51 PM,39F,33F,79%,NW,13mph,0mph,29.59in,0.0in,Mostly Cloudy
2024-01-07 3:22 PM,40F,34F,79%,NW,12mph,20mph,29.60in,0.0in,Mostly Cloudy
2024-01-07 3:51 PM,40F,33F,77%,WNW,10mph,0mph,29.61in,0.0in,Mostly Cloudy
2024-01-07 4:51 PM,40F,33F,77%,WNW,10mph,18mph,29.65in,0.0in,Light Rain
2024-01-07 5:51 PM,39F,34F,82%,WNW,7mph,0mph,29.70in,0.0in,Light Rain
2024-01-07 6:51 PM,37F,32F,82%,N,9mph,0mph,29.75in,0.0in,Cloudy
2024-01-07 7:51 PM,38F,32F,79%,NNW,7mph,0mph,29.80in,0.0in,Cloudy
2024-01-07 8:05 PM,38F,30F,73%,NW,10mph,16mph,29.81in,0.0in,Mostly Cloudy
2024-01-07 8:51 PM,38F,27F,65%,WNW,16mph,26mph,29.85in,0.0in,Partly Cloudy
2024-01-07 9:51 PM,38F,26F,62%,NW,15mph,25mph,29.89in,0.0in,Partly Cloudy
2024-01-07 10:51 PM,37F,26F,65%,NW,10mph,0mph,29.93in,0.0in,Mostly Cloudy
2024-01-07 11:51 PM,38F,27F,65%,WNW,5mph,0mph,29.95in,0.0in,Mostly Cloudy
2024-01-07 12:51 AM,37F,27F,67%,WNW,13mph,20mph,29.99in,0.0in,Mostly Cloudy
2024-01-08 1:51 AM,37F,27F,67%,NW,12mph,0mph,30.01in,0.0in,Mostly Cloudy
2024-01-08 2:51 AM,37F,27F,67%,NW,10mph,0mph,30.05in,0.0in,Mostly Cloudy
2024-01-08 3:51 AM,38F,26F,62%,WNW,14mph,0mph,30.09in,0.0in,Partly Cloudy
2024-01-08 4:51 AM,37F,25F,62%,WNW,14mph,0mph,30.11in,0.0in,Fair
2024-01-08 5:51 AM,37F,24F,59%,NW,15mph,0mph,30.13in,0.0in,Fair
2024-01-08 6:51 AM,36F,24F,62%,NW,15mph,0mph,30.18in,0.0in,Fair
2024-01-08 7:51 AM,36F,24F,62%,WNW,12mph,0mph,30.23in,0.0in,Fair
2024-01-08 8:51 AM,37F,25F,62%,NW,16mph,22mph,30.26in,0.0in,Fair
2024-01-08 9:51 AM,40F,25F,55%,NW,15mph,0mph,30.30in,0.0in,Fair
2024-01-08 10:51 AM,42F,25F,51%,NNW,17mph,31mph,30.33in,0.0in,Fair
2024-01-08 11:51 AM,44F,24F,45%,NNW,18mph,0mph,30.34in,0.0in,Fair
2024-01-08 12:51 PM,45F,24F,44%,NW,15mph,23mph,30.35in,0.0in,Fair
2024-01-08 1:51 PM,46F,24F,42%,NW,14mph,24mph,30.35in,0.0in,Fair
2024-01-08 2:51 PM,48F,25F,41%,NW,14mph,22mph,30.36in,0.0in,Partly Cloudy
2024-01-08 3:51 PM,46F,24F,42%,NW,9mph,20mph,30.36in,0.0in,Partly Cloudy
2024-01-08 4:51 PM,46F,24F,42%,NW,9mph,18mph,30.38in,0.0in,Partly Cloudy
2024-01-08 5:51 PM,43F,24F,47%,N,8mph,0mph,30.39in,0.0in,Partly Cloudy
2024-01-08 6:51 PM,42F,24F,49%,NW,7mph,0mph,30.42in,0.0in,Partly Cloudy
2024-01-08 7:51 PM,42F,25F,51%,VAR,5mph,0mph,30.42in,0.0in,Fair
2024-01-08 8:51 PM,41F,25F,53%,WNW,6mph,0mph,30.43in,0.0in,Fair
2024-01-08 9:51 PM,40F,25F,55%,WNW,5mph,0mph,30.43in,0.0in,Fair
2024-01-08 10:51 PM,38F,24F,57%,CALM,0mph,0mph,30.40in,0.0in,Fair
2024-01-08 11:51 PM,38F,25F,60%,CALM,0mph,0mph,30.40in,0.0in,Fair
2024-01-08 12:51 AM,36F,26F,67%,CALM,0mph,0mph,30.40in,0.0in,Fair
2024-01-09 1:51 AM,34F,26F,73%,SSW,3mph,0mph,30.42in,0.0in,Fair
2024-01-09 2:51 AM,34F,26F,73%,CALM,0mph,0mph,30.40in,0.0in,Partly Cloudy
2024-01-09 3:51 AM,32F,26F,79%,N,3mph,0mph,30.41in,0.0in,Mostly Cloudy
2024-01-09 4:51 AM,33F,27F,78%,CALM,0mph,0mph,30.37in,0.0in,Cloudy
2024-01-09 5:51 AM,31F,26F,82%,N,5mph,0mph,30.36in,0.0in,Cloudy
2024-01-09 6:51 AM,32F,28F,85%,N,5mph,0mph,30.37in,0.0in,Cloudy
2024-01-09 7:51 AM,33F,28F,82%,NNE,6mph,0mph,30.34in,0.0in,Cloudy
2024-01-09 8:51 AM,34F,29F,82%,N,8mph,0mph,30.29in,0.0in,Cloudy
2024-01-09 9:51 AM,36F,31F,82%,N,6mph,0mph,30.29in,0.0in,Cloudy
2024-01-09 10:51 AM,45F,33F,63%,ESE,8mph,0mph,30.26in,0.0in,Cloudy
2024-01-09 11:51 AM,45F,34F,65%,ESE,8mph,20mph,30.23in,0.0in,Light Rain
2024-01-09 12:51 PM,45F,37F,74%,ESE,10mph,20mph,30.15in,0.0in,Light Rain
2024-01-09 1:51 PM,45F,38F,76%,E,13mph,26mph,30.07in,0.0in,Light Rain
2024-01-09 2:38 PM,45F,40F,82%,ESE,15mph,23mph,30.03in,0.0in,Rain
2024-01-09 2:41 PM,45F,40F,82%,ESE,13mph,23mph,30.03in,0.0in,Rain
2024-01-09 2:51 PM,45F,40F,82%,ESE,16mph,24mph,30.02in,0.1in,Rain
2024-01-09 3:51 PM,45F,42F,90%,ESE,17mph,25mph,29.95in,0.1in,Light Rain
2024-01-09 4:51 PM,47F,43F,86%,E,16mph,31mph,29.86in,0.1in,Light Rain
2024-01-09 5:51 PM,48F,45F,89%,E,22mph,36mph,29.78in,0.1in,Light Rain / Windy
2024-01-09 6:51 PM,49F,46F,90%,ESE,16mph,37mph,29.69in,0.2in,Heavy Rain
2024-01-09 7:51 PM,52F,48F,86%,ESE,26mph,44mph,29.59in,0.1in,Heavy Rain / Windy
2024-01-09 8:51 PM,53F,50F,89%,ESE,23mph,41mph,29.50in,0.2in,Heavy Rain / Windy
2024-01-09 9:51 PM,54F,51F,90%,SE,18mph,32mph,29.40in,0.3in,Heavy Rain
2024-01-09 10:51 PM,55F,52F,89%,SE,21mph,38mph,29.29in,0.3in,Heavy Rain / Windy
2024-01-09 11:51 PM,58F,55F,90%,S,26mph,38mph,29.28in,0.3in,Heavy Rain / Windy
2024-01-09 12:08 AM,58F,56F,93%,SSW,12mph,24mph,29.25in,0.2in,Heavy Rain
2024-01-09 12:51 AM,58F,55F,90%,E,6mph,0mph,29.17in,0.4in,Rain
2024-01-10 1:01 AM,57F,55F,93%,ESE,8mph,0mph,29.17in,0.0in,Rain
2024-01-10 1:03 AM,57F,55F,93%,ESE,8mph,0mph,29.17in,0.1in,Rain
2024-01-10 1:51 AM,56F,53F,90%,SE,17mph,22mph,29.08in,0.2in,Light Rain
2024-01-10 2:01 AM,56F,53F,90%,SSE,16mph,29mph,29.08in,0.0in,Light Rain
2024-01-10 2:51 AM,55F,52F,89%,SSE,15mph,25mph,29.07in,0.0in,Light Rain
2024-01-10 3:51 AM,56F,54F,93%,S,8mph,0mph,29.00in,0.0in,Cloudy
2024-01-10 4:15 AM,57F,54F,89%,S,9mph,0mph,28.98in,0.0in,Cloudy
2024-01-10 4:51 AM,58F,54F,87%,SW,15mph,25mph,28.99in,0.0in,Cloudy
2024-01-10 5:51 AM,57F,51F,81%,W,25mph,35mph,29.00in,0.0in,Mostly Cloudy / Windy
2024-01-10 6:51 AM,52F,42F,69%,W,15mph,0mph,29.05in,0.0in,Mostly Cloudy
2024-01-10 7:51 AM,51F,39F,63%,W,18mph,29mph,29.09in,0.0in,Mostly Cloudy
2024-01-10 8:51 AM,50F,37F,61%,W,13mph,0mph,29.12in,0.0in,Mostly Cloudy
2024-01-10 9:51 AM,50F,31F,48%,W,25mph,39mph,29.19in,0.0in,Mostly Cloudy / Windy
2024-01-10 10:51 AM,50F,32F,50%,W,21mph,33mph,29.22in,0.0in,Mostly Cloudy / Windy
2024-01-10 11:51 AM,50F,31F,48%,WSW,16mph,30mph,29.26in,0.0in,Mostly Cloudy
2024-01-10 12:51 PM,49F,30F,48%,WSW,23mph,30mph,29.27in,0.0in,Mostly Cloudy / Windy
2024-01-10 1:51 PM,50F,27F,41%,W,31mph,40mph,29.29in,0.0in,Mostly Cloudy / Windy
2024-01-10 2:51 PM,49F,28F,44%,WSW,31mph,45mph,29.34in,0.0in,Mostly Cloudy / Windy
2024-01-10 3:51 PM,49F,29F,46%,WSW,24mph,32mph,29.38in,0.0in,Mostly Cloudy / Windy
2024-01-10 4:51 PM,48F,29F,48%,WSW,18mph,28mph,29.43in,0.0in,Cloudy
2024-01-10 5:51 PM,49F,29F,46%,WSW,20mph,31mph,29.47in,0.0in,Cloudy
2024-01-10 6:51 PM,49F,28F,44%,WSW,22mph,35mph,29.50in,0.0in,Mostly Cloudy / Windy
2024-01-10 7:51 PM,48F,29F,48%,WSW,22mph,28mph,29.55in,0.0in,Mostly Cloudy / Windy
2024-01-10 8:51 PM,48F,28F,46%,W,22mph,29mph,29.59in,0.0in,Mostly Cloudy / Windy
2024-01-10 9:51 PM,47F,28F,48%,WSW,16mph,29mph,29.61in,0.0in,Mostly Cloudy
2024-01-10 10:51 PM,46F,28F,50%,WSW,24mph,33mph,29.63in,0.0in,Mostly Cloudy / Windy
2024-01-10 11:51 PM,46F,28F,50%,WSW,16mph,0mph,29.65in,0.0in,Mostly Cloudy
2024-01-10 12:51 AM,45F,28F,52%,WSW,16mph,28mph,29.67in,0.0in,Mostly Cloudy
2024-01-11 1:51 AM,45F,28F,52%,W,15mph,0mph,29.70in,0.0in,Mostly Cloudy
2024-01-11 2:51 AM,44F,28F,53%,WSW,13mph,22mph,29.72in,0.0in,Mostly Cloudy
2024-01-11 3:51 AM,44F,28F,53%,W,14mph,0mph,29.75in,0.0in,Mostly Cloudy
